nucleo_sub_regional,local_recolha,data,hora,t_ar_c,hr_pct,especie,grupo,hcv
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-01,14:00,21.3,63.2,Herbáceas,Herbáceas,1.46
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-01,14:00,21.3,63.2,Tojo,Matos atlânticos,1.85
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-01,14:00,30.0,35.0,Carqueja,Matos atlânticos,1.03
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-01,14:00,30.0,35.0,Urze,Matos atlânticos,1.22
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-01,14:00,30.0,35.0,Herbáceas,Herbáceas,0.83
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-01,14:00,30.0,35.0,Tojo,Matos atlânticos,1.53
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-07-05,14:40,28.8,47.7,Esteva,Matos mediterrânicos,0.934
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-07-05,14:40,28.8,47.7,Giesta,Giestais,0.837
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-05,14:20,22.8,60.2,Carqueja,Matos atlânticos,0.8414
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-05,14:20,22.8,60.2,Urze,Matos atlânticos,0.7119
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-05,14:20,22.8,60.2,Herbáceas,Herbáceas,0.8047
Douro,Lamares - Vila Real,2021-07-05,14:35,24.3,45.0,Carqueja,Matos atlânticos,1.55
Douro,Lamares - Vila Real,2021-07-05,14:35,24.3,45.0,Urze,Matos atlânticos,1.19
Douro,Lamares - Vila Real,2021-07-05,14:35,24.3,45.0,Herbáceas,Herbáceas,0.69
AML e Alentejo Litoral,Ouressa - Sintra,2021-07-05,15:00,24.3,55.9,Urze,Matos atlânticos,1.57
AML e Alentejo Litoral,Ouressa - Sintra,2021-07-05,15:00,24.3,55.9,Tojo,Matos atlânticos,1.4
AML e Alentejo Litoral,Arrábida - Setúbal,2021-07-05,14:00,25.6,55.7,Esteva,Matos mediterrânicos,0.895
AML e Alentejo Litoral,Arrábida - Setúbal,2021-07-05,14:00,25.6,55.7,Carrasco,Matos mediterrânicos,0.785
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-07,14:30,24.8,43.3,Carqueja,Matos atlânticos,1.3
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-07,14:30,24.8,43.3,Urze,Matos atlânticos,1.2
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-07,14:30,24.8,43.3,Herbáceas,Herbáceas,0.91
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-07,14:30,24.8,43.3,Tojo,Matos atlânticos,1.57
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-07-08,14:15,35.3,24.2,P. bravo,Pinhais,1.23
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-07-08,14:45,34.7,22.9,Esteva,Matos mediterrânicos,0.85
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-07-08,14:45,34.7,23.0,Urze,Matos atlânticos,0.82
Douro,Lamares - Vila Real,2021-07-12,14:40,22.5,38.0,Carqueja,Matos atlânticos,1.37
Douro,Lamares - Vila Real,2021-07-12,14:40,22.5,38.0,Urze,Matos atlânticos,1.21
Douro,Lamares - Vila Real,2021-07-12,14:40,22.5,38.0,Herbáceas,Herbáceas,0.72
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-12,14:15,22.6,49.1,Carqueja,Matos atlânticos,1.03
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-12,14:15,22.6,49.1,Urze,Matos atlânticos,1.2
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-12,14:15,22.6,49.1,Herbáceas,Herbáceas,0.83
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-12,14:15,22.6,49.1,Tojo,Matos atlânticos,1.52
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-12,14:30,22.9,40.2,Carqueja,Matos atlânticos,0.7538
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-13,15:30,22.9,40.2,Urze,Matos atlânticos,0.638
Alto Minho e Cávado,Vile - Caminha,2021-07-13,14:00,22.4,59.3,Carqueja,Matos atlânticos,0.94
Alto Minho e Cávado,Vile - Caminha,2021-07-13,14:00,22.4,59.3,Herbáceas,Herbáceas,1.02
Alto Minho e Cávado,Vile - Caminha,2021-07-13,14:00,22.4,59.3,Urze,Matos atlânticos,0.93
Alto Minho e Cávado,Vile - Caminha,2021-07-13,14:00,22.4,59.3,Tojo,Matos atlânticos,1.73
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-07-13,14:40,31.0,24.8,Esteva,Matos mediterrânicos,0.8029
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-07-13,14:40,31.0,24.8,Giesta,Giestais,0.9245
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-14,16:30,22.9,40.2,Herbáceas,Herbáceas,0.646
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-07-14,14:15,32.8,22.3,P. bravo,Pinhais,1.37
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-07-14,14:45,31.7,20.4,Esteva,Matos mediterrânicos,0.87
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-07-14,14:45,31.7,20.4,Urze,Matos atlânticos,0.39
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-14,14:54,30.2,27.9,Esteva,Matos mediterrânicos,1.0933
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-14,14:54,30.2,27.9,Tojo,Matos atlânticos,0.9706
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-14,14:54,30.2,27.9,Herbáceas,Herbáceas,0.6218
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-19,14:45,33.6,25.6,Carqueja,Matos atlânticos,0.7011
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-19,14:45,33.6,25.6,Urze,Matos atlânticos,0.5652
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-19,14:45,33.6,25.6,Herbáceas,Herbáceas,0.5261
Douro,Lamares - Vila Real,2021-07-19,14:34,31.06,29.0,Carqueja,Matos atlânticos,0.91
Douro,Lamares - Vila Real,2021-07-19,14:34,31.06,29.0,Urze,Matos atlânticos,1.13
Douro,Lamares - Vila Real,2021-07-19,14:34,31.06,29.0,Herbáceas,Herbáceas,0.52
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-07-19,14:40,34.7,36.4,Esteva,Matos mediterrânicos,0.8304
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-07-19,14:40,34.7,36.4,Giesta,Giestais,0.9029
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-20,14:15,28.7,47.6,Carqueja,Matos atlânticos,0.943
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-20,14:15,28.7,47.6,Urze,Matos atlânticos,1.08
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-20,14:15,28.7,47.6,Herbáceas,Herbáceas,0.66
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-20,14:15,28.7,48.0,Tojo,Matos atlânticos,1.24
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-20,14:00,22.8,63.0,Carqueja,Matos atlânticos,1.31
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-20,14:00,22.8,63.2,Urze,Matos atlânticos,1.25
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-20,14:00,22.8,63.2,Herbáceas,Herbáceas,1.3
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-20,14:00,22.8,63.2,Tojo,Matos atlânticos,1.57
Alto Minho e Cávado,Vile - Caminha,2021-07-21,14:00,20.5,85.5,Carqueja,Matos atlânticos,1.14
Alto Minho e Cávado,Vile - Caminha,2021-07-21,14:00,20.5,85.5,Herbáceas,Herbáceas,0.92
Alto Minho e Cávado,Vile - Caminha,2021-07-21,14:00,20.5,85.5,Urze,Matos atlânticos,1.0
Alto Minho e Cávado,Vile - Caminha,2021-07-21,14:00,20.5,85.5,Tojo,Matos atlânticos,1.7
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-07-21,14:15,32.0,31.9,P. bravo,Pinhais,1.45
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-07-21,14:45,31.3,26.4,Esteva,Matos mediterrânicos,0.83
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-07-21,14:45,31.3,26.4,Urze,Matos atlânticos,0.52
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-21,14:45,33.7,28.4,Tojo,Matos atlânticos,1.2004
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-21,14:45,33.7,28.4,Esteva,Matos mediterrânicos,1.0092
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-21,14:45,33.7,28.4,Herbáceas,Herbáceas,0.2999
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-26,14:30,28.8,39.9,Carqueja,Matos atlânticos,0.7467
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-26,14:30,28.8,39.9,Urze,Matos atlânticos,0.7391
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-07-26,14:30,28.8,39.9,Herbáceas,Herbáceas,0.4215
Douro,Lamares - Vila Real,2021-07-26,14:40,29.7,23.0,Carqueja,Matos atlânticos,1.03
Douro,Lamares - Vila Real,2021-07-26,14:40,29.7,23.0,Urze,Matos atlânticos,0.92
Douro,Lamares - Vila Real,2021-07-26,14:40,29.7,23.0,Herbáceas,Herbáceas,0.39
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-07-26,14:30,32.0,29.2,Esteva,Matos mediterrânicos,0.7785
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-07-26,14:30,32.0,29.2,Giesta,Giestais,0.8252
Alto Minho e Cávado,Vile - Caminha,2021-07-27,14:00,25.2,62.5,Carqueja,Matos atlânticos,1.0
Alto Minho e Cávado,Vile - Caminha,2021-07-27,14:00,25.2,62.5,Herbáceas,Herbáceas,0.61
Alto Minho e Cávado,Vile - Caminha,2021-07-27,14:00,25.2,62.5,Urze,Matos atlânticos,0.68
Alto Minho e Cávado,Vile - Caminha,2021-07-27,14:00,25.2,62.5,Tojo,Matos atlânticos,1.48
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-07-27,14:15,34.5,25.7,P. bravo,Pinhais,1.26
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-07-27,14:45,32.2,28.1,Esteva,Matos mediterrânicos,0.9
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-07-27,14:45,32.2,28.1,Urze,Matos atlânticos,0.53
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-27,14:00,30.0,42.2,Carqueja,Matos atlânticos,0.85
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-27,14:00,30.0,42.2,Urze,Matos atlânticos,1.18
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-27,14:00,30.0,42.2,Herbáceas,Herbáceas,0.54
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-07-27,14:00,30.0,42.2,Tojo,Matos atlânticos,1.23
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-27,14:00,21.0,49.0,Carqueja,Matos atlânticos,1.12
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-27,14:00,21.0,49.0,Urze,Matos atlânticos,1.24
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-27,14:00,21.0,49.0,Herbáceas,Herbáceas,0.93
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-07-27,14:00,21.0,49.0,Tojo,Matos atlânticos,1.46
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-28,14:30,27.3,39.2,Tojo,Matos atlânticos,0.7429
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-28,14:30,27.3,39.2,Esteva,Matos mediterrânicos,0.8821
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-07-28,14:30,27.3,39.2,Herbáceas,Herbáceas,0.1322
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-08-02,14:30,31.4,33.0,Esteva,Matos mediterrânicos,0.7656
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-08-02,14:30,31.4,33.0,Giesta,Giestais,0.8534
Alto Minho e Cávado,Vile - Caminha,2021-08-03,14:00,24.4,55.7,Carqueja,Matos atlânticos,0.89
Alto Minho e Cávado,Vile - Caminha,2021-08-03,14:00,24.4,55.7,Herbáceas,Herbáceas,0.59
Alto Minho e Cávado,Vile - Caminha,2021-08-03,14:00,24.4,55.7,Urze,Matos atlânticos,0.77
Alto Minho e Cávado,Vile - Caminha,2021-08-03,14:00,24.4,55.7,Tojo,Matos atlânticos,1.56
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-08-03,14:15,34.7,29.5,P. bravo,Pinhais,1.42
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-03,14:45,33.3,26.6,Esteva,Matos mediterrânicos,0.92
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-03,14:45,33.3,26.6,Urze,Matos atlânticos,0.63
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-03,14:15,28.0,44.5,Carqueja,Matos atlânticos,0.6268
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-03,14:45,28.0,44.5,Urze,Matos atlânticos,0.6768
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-03,14:45,28.0,44.5,Herbáceas,Herbáceas,0.513
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-03,14:30,17.0,69.0,Carqueja,Matos atlânticos,1.16
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-03,14:30,17.0,69.0,Urze,Matos atlânticos,0.67
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-03,14:30,17.0,69.0,Herbáceas,Herbáceas,0.26
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-03,14:30,17.0,69.0,Tojo,Matos atlânticos,1.32
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-03,14:00,28.9,40.0,Carqueja,Matos atlânticos,0.55
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-03,14:00,28.9,40.0,Urze,Matos atlânticos,0.76
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-03,14:00,28.9,40.0,Herbáceas,Herbáceas,0.22
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-03,14:00,30.0,40.0,Tojo,Matos atlânticos,1.43
Douro,Lamares - Vila Real,2021-08-04,14:45,34.7,47.0,Carqueja,Matos atlânticos,0.93
Douro,Lamares - Vila Real,2021-08-04,14:45,34.7,47.0,Urze,Matos atlânticos,0.94
Douro,Lamares - Vila Real,2021-08-04,14:45,34.7,47.0,Herbáceas,Herbáceas,0.09
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-08-06,14:30,,,Tojo,Matos atlânticos,0.6908
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-08-06,14:30,,,Esteva,Matos mediterrânicos,0.9481
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-09,14:45,29.5,32.6,Carqueja,Matos atlânticos,0.7616
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-09,14:45,29.5,32.6,Urze,Matos atlânticos,0.8706
Douro,Lamares - Vila Real,2021-08-09,13:30,27.8,36.0,Carqueja,Matos atlânticos,1.01
Douro,Lamares - Vila Real,2021-08-09,13:30,27.8,36.0,Urze,Matos atlânticos,1.06
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-11,14:30,26.0,59.0,Carqueja,Matos atlânticos,1.26
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-11,14:30,26.0,59.0,Urze,Matos atlânticos,1.13
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-11,14:30,26.0,59.0,Herbáceas,Herbáceas,0.8
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-11,14:30,26.0,59.0,Tojo,Matos atlânticos,1.46
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-11,14:00,36.6,26.7,Carqueja,Matos atlânticos,0.85
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-11,14:00,36.6,26.7,Urze,Matos atlânticos,0.87
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-11,14:00,36.6,26.7,Herbáceas,Herbáceas,0.43
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-11,14:00,36.6,26.7,Tojo,Matos atlânticos,1.12
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-08-12,14:15,35.4,31.2,P. bravo,Pinhais,1.24
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-12,14:45,33.8,36.9,Esteva,Matos mediterrânicos,0.87
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-12,14:45,33.8,36.9,Urze,Matos atlânticos,0.57
Douro,Lamares - Vila Real,2021-08-16,14:25,31.0,30.3,Carqueja,Matos atlânticos,0.92
Douro,Lamares - Vila Real,2021-08-16,14:25,31.0,30.3,Urze,Matos atlânticos,0.86
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-16,15:00,33.0,31.7,Carqueja,Matos atlânticos,0.8394
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-16,15:00,33.0,31.7,Urze,Matos atlânticos,0.8512
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-08-16,14:40,37.0,14.3,Esteva,Matos mediterrânicos,0.69
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-08-16,14:40,37.0,14.3,Giesta,Giestais,0.86
Alto Minho e Cávado,Vile - Caminha,2021-08-17,14:00,27.6,42.1,Carqueja,Matos atlânticos,0.77
Alto Minho e Cávado,Vile - Caminha,2021-08-17,14:00,27.6,42.1,Herbáceas,Herbáceas,0.39
Alto Minho e Cávado,Vile - Caminha,2021-08-17,14:00,27.6,42.1,Urze,Matos atlânticos,0.78
Alto Minho e Cávado,Vile - Caminha,2021-08-17,14:00,27.6,42.1,Tojo,Matos atlânticos,1.37
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-08-17,14:00,,,Tojo,Matos atlânticos,0.66
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-08-17,14:00,,,Esteva,Matos mediterrânicos,0.83
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-18,14:30,23.0,52.0,Carqueja,Matos atlânticos,1.06
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-18,14:30,23.0,52.0,Urze,Matos atlânticos,1.05
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-18,14:30,23.0,52.0,Herbáceas,Herbáceas,0.82
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-18,14:30,23.0,52.0,Tojo,Matos atlânticos,1.25
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-18,14:00,32.6,27.6,Carqueja,Matos atlânticos,0.73
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-18,14:00,32.6,27.6,Urze,Matos atlânticos,0.71
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-18,14:00,32.6,27.6,Herbáceas,Herbáceas,0.26
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-18,14:00,32.6,27.6,Tojo,Matos atlânticos,1.04
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-08-19,12:15,28.1,39.6,P. bravo,Pinhais,1.36
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-19,12:45,28.0,39.4,Esteva,Matos mediterrânicos,0.75
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-19,12:45,28.0,39.4,Urze,Matos atlânticos,0.54
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-23,15:10,33.6,24.0,Carqueja,Matos atlânticos,0.8473
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-23,15:10,33.6,24.0,Urze,Matos atlânticos,0.8719
Douro,Lamares - Vila Real,2021-08-23,14:35,34.9,17.0,Carqueja,Matos atlânticos,0.98
Douro,Lamares - Vila Real,2021-08-23,14:35,34.9,17.0,Urze,Matos atlânticos,0.83
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-08-24,11:45,32.2,34.2,P. bravo,Pinhais,1.42
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-24,12:15,31.8,30.8,Esteva,Matos mediterrânicos,0.82
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-24,12:15,31.8,30.8,Urze,Matos atlânticos,0.46
Alto Minho e Cávado,Vile - Caminha,2021-08-24,14:00,30.7,41.3,Carqueja,Matos atlânticos,0.86
Alto Minho e Cávado,Vile - Caminha,2021-08-24,14:00,30.7,41.3,Herbáceas,Herbáceas,0.36
Alto Minho e Cávado,Vile - Caminha,2021-08-24,14:00,30.7,41.3,Urze,Matos atlânticos,0.71
Alto Minho e Cávado,Vile - Caminha,2021-08-24,14:00,30.7,41.3,Tojo,Matos atlânticos,1.36
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-08-24,14:40,42.8,25.6,Esteva,Matos mediterrânicos,0.6564
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-08-24,14:40,42.8,25.6,Giesta,Giestais,0.8575
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-25,14:30,22.0,62.0,Carqueja,Matos atlânticos,0.88
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-25,14:30,22.0,62.0,Urze,Matos atlânticos,1.08
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-25,14:30,22.0,62.0,Herbáceas,Herbáceas,0.75
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-25,14:30,22.0,62.0,Tojo,Matos atlânticos,1.13
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-25,14:00,33.0,34.6,Carqueja,Matos atlânticos,0.79
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-25,14:00,33.0,34.6,Urze,Matos atlânticos,0.81
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-25,14:00,33.0,34.6,Giesta,Giestais,0.82
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-25,14:00,33.0,34.6,Tojo,Matos atlânticos,1.17
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-08-25,14:30,,,Tojo,Matos atlânticos,0.6065
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-08-25,14:30,,,Esteva,Matos mediterrânicos,0.8588
Douro,Lamares - Vila Real,2021-08-30,14:35,28.4,28.0,Carqueja,Matos atlânticos,0.89
Douro,Lamares - Vila Real,2021-08-30,14:35,28.4,28.0,Urze,Matos atlânticos,0.71
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-30,14:00,27.8,46.6,Carqueja,Matos atlânticos,0.6104
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-08-30,14:00,27.8,46.6,Urze,Matos atlânticos,0.5205
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-08-30,14:40,29.1,42.0,Esteva,Matos mediterrânicos,0.7258
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-08-30,14:40,29.1,42.0,Giesta,Giestais,0.7996
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-08-31,14:15,30.9,27.7,P. bravo,Pinhais,1.31
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-31,14:45,31.2,27.4,Esteva,Matos mediterrânicos,0.64
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-08-31,14:45,31.2,27.4,Urze,Matos atlânticos,0.55
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-31,14:30,24.0,44.0,Carqueja,Matos atlânticos,0.86
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-31,14:30,24.0,44.0,Urze,Matos atlânticos,0.77
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-31,14:30,24.0,44.0,Herbáceas,Herbáceas,0.71
Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,2021-08-31,14:30,24.0,44.0,Tojo,Matos atlânticos,1.16
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-31,14:00,31.0,34.0,Carqueja,Matos atlânticos,0.81
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-31,14:00,31.0,34.0,Urze,Matos atlânticos,0.71
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-31,14:00,31.0,34.0,Giesta,Giestais,0.9
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2021-08-31,14:00,31.0,34.0,Tojo,Matos atlânticos,1.1
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-09-01,14:30,,,Tojo,Matos atlânticos,0.5652
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-09-01,14:30,,,Esteva,Matos mediterrânicos,0.7597
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-09-06,14:30,30.8,34.2,Carqueja,Matos atlânticos,0.7897
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2021-09-06,14:30,30.8,34.2,Urze,Matos atlânticos,0.6413
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-09-06,14:15,32.7,36.0,Esteva,Matos mediterrânicos,0.76
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-09-06,14:15,32.7,36.0,Giesta,Giestais,0.75
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-09-07,14:15,27.8,46.1,P. bravo,Pinhais,1.31
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-09-07,14:45,26.5,42.9,Esteva,Matos mediterrânicos,0.71
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-09-07,14:45,26.5,42.9,Urze,Matos atlânticos,0.48
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-09-16,11:30,29.5,43.6,P. bravo,Pinhais,1.33
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-09-16,12:00,27.9,59.5,Esteva,Matos mediterrânicos,0.96
